"","reviewRating","reviewDate","reviewFormat","Verified_Purchase","reviewHeadline","reviewText"
"192",5,"January 14, 2019","Color: Black",TRUE,"Great pair of headphones, BT works easy!
            ","I actually wanted noise canceling headphones, but clicked on these instead.  These still dull the background noise a lot, and once you put music on, even softly, you can only see lips moving!  The quality is great, and the Blue Tooth connects quickly.  The enclosed rechargeable battery charged with an hour or so even when dead from the box.
            "
"193",5,"February 16, 2019","Color: Black",TRUE,"Just what you’d expect from Bose!
            ","One charge lasts for about 24 straight hours. Great little device. Only downside is that the volume level is capped. So we don’t use for jamming out. Very clear quality and construction is amazing.
            "
"194",5,"April 8, 2018","Color: Black",TRUE,"Great headphones, maintain connection over long distance.
            ","Wow, amazingly great set of headphones.  I use them for weekend chores mostly, only start to lose signal when I go to the basement from the 2nd floor.  I've never had the battery below 50%.  I would buy these for anyone I knew that could/would use them.
            "
"195",5,"May 29, 2019","Color: Black",TRUE,"The Sound Quality You Expect from Bose
            ","I needed a pair of headphones to use while gaming, but wanted the flexibility of also enjoying my music collection with them. These headphones are perfect. The sound is very robust and clean and they hold a charge for quite a while. When the time comes to recharge them, they are ready to go again very quickly!
            "
"196",5,"July 9, 2019","Color: Black",TRUE,"Perfect
            ","Husband loves them
            "
"197",5,"January 21, 2019","Color: Black",TRUE,"Bose affordable quality
            ","Nothing to not like. I always invest in Bose. Price is affordable and it’s new so I don’t have anything bad to review. Like all electronics you need to take care of it. Don’t leave batteries in for extended amounts of time. Use it often and keep in ancool and set place. The ear sponges corroded after a long period of not using it.
            "
"198",5,"January 21, 2018","Color: White",TRUE,"Oh My Great Day! Love these Bose blutooth headphones
            ","Oh My Great Day!  Love these Bose blutooth headphones.  Been a Bose customer since 1986, still have my 86 301s!!  .....love these HPhones........ easy to use, long lasting charges, very comfortable, and look great!!!Thanks!😁
            "
"199",5,"September 20, 2017","Color: Black",TRUE,"I wish I had purchased these sooner.
            ","The most comfortable over ear headphones I've ever owned. I've worked in high density offices for the past 6 years and I wish I had purchased these years ago. I've owned mine for a month now and haven't encountered any issues. I tried 3 others pairs of headphones before choosing these (Beats, Seinnheiser, Bohm). This pair of Bose headphones are lighter, have a more comfortable fit, do a better job with noise cancelling, and are more compact in their case. The price was more than I had wanted to spend, but because I wear them everyday, they are worth it.
            "
"200",4,"May 25, 2016","Color: White",TRUE,"very nice but something very annoying
            ","these are quite nice... but there is a VERY VERY annoying feature.  in the middle of a call - the phones interrupt you saying ""cant connect to my macbook"" while my call is happening on my iphone. i have had several miserable times on a call because of this annoyance.  Bose - dont you understand that when one is on a call - that takes priority over some stupid warning message from my 2nd bluetooth connection. you should fire your product managers and hire new ones.
            "
"201",5,"November 28, 2018","Color: White",TRUE,"Sweet sounding
            ","These are new however, they some of the sweetest  sounding headphones I've used.  They are comfortable and blockout ALL noise (dog barking).  So far I love them and plan on keeping them hidden from my son.
            "
"202",5,"December 19, 2018","Color: Black",TRUE,"Better than Beats
            ","I have both and the Bose are easier to use, lighter and less bulky and sound just as good if not better. If you want to buy my Beats let me know - I will keep the Bose! Just kidding on the buy my Beats!
            "
"203",5,"December 27, 2018","Color: White",TRUE,"Granddaughter loves them.
            ","More than I would usually spend, but it's the only thing she asked for.She loves the sound and the feel of the padding.I am comfortable recommending these, I hope to borrow them soon😊
            "
"204",4,"January 3, 2016","Color: Black",TRUE,"Power button on ear cup rattles
            ","These headphones sound great to me, although I am not an audiophile.  However, I took a star off since the power button on the right ear cup rattles back and forth (side to side, not up and down as one might expect from the way you switch it on) as I am walking around the house.  This is not noticeable if you're listening to bass-drenched music, but if you are listening to classical music it's really annoying.  Fortunately, a low tech fix is readily available by putting painter's tape over the button to keep it in place.  But I spent over $270 for headphones where the power button is so poorly designed that it distracts from the listening experience?  This was my first Bose product, and I can't say that it was 100% worth the money.
            "
"205",5,"December 10, 2017","Color: Black",TRUE,"Very nice.
            ","Love love love this headphone!  I have the QC35 Series1 as well for using in my basement where I have a noisy furnace nearby.This pair will be used in my bedroom.  Audio wise it has a similar sound signature as the QC35, very neutral and flat but a touch more bass and less treble.Very comfortable headphones.
            "
"206",1,"October 4, 2018","Color: White",TRUE,"Rip Off - lotion in the case instead of headphones
            ","Ripped off. Instead of headphones it contained lotion. It was packaged perfectly.
            "
"207",5,"November 30, 2018","Color: White",TRUE,"My boyfriend loves his gift
            ","I bought this as a gift for my boyfriend. He had an earlier version which had cables which was destroyed by the cat (the cables). He particularly likes the headset and finds it very comfortable. I guess I should complain that he can't hear me when he wears it and I am trying to talk to him ;)
            "
"208",5,"July 11, 2019","Color: Black",TRUE,"Excellent headphones
            ","Definitely worth the money. I've had these for over a year now and they have been one of the best pairs of headphones I have ever owned. I also use them a lot for taking work calls and no one can even notice that I'm using headphones.
            "
"209",5,"February 21, 2017","Color: White",TRUE,"Sound is amazing! Bose never disappoints
            ","Sound is amazing! Bose never disappoints. WOW! worth every penny! (happily and successfully tuning out neighbors, cats, outside world) Best purchase in 6 months.
            "
"210",5,"April 24, 2018","Color: Black",TRUE,"Awesome headphones! I really Love the sound from these
            ","Awesome headphones!  I really Love the sound from these, I am almost deaf and they are just fantastic quality.
            "
"211",5,"December 19, 2017","Color: Black",TRUE,"Five Stars
            ","Best sound easy setup
            "
"212",2,"July 18, 2019","Color: White",TRUE,"Distorted bass, made for pop music
            ","If you listen to a lot of music that lives in the middle ranges, no deep bass and not too many highs, these are for you. But, if you enjoy a good drum solo including the foot pedal or a deep bass line (Kendrick Lamar DNA) avoid these. They distort like a cheap car stereo with bass and don't really register bass drums.
            "
"213",5,"January 31, 2018","Color: White",TRUE,"and could not be happier. And it helps alleviate the 'din' of her ...
            ","These were  purchased as a gift for my 80+ year old mom.  She LOVES them.  I also included a device so she can use them on her TV.  She uses them with her  iphone, ipad, and TV, and could not be happier.  And it helps alleviate the 'din' of her 5 year old grandson when he is about.
            "
"214",5,"January 5, 2017","Color: Black",TRUE,"Fantastic Sound
            ","Love these headphones. Great sound quality, cut noise with without noise cancelling quite well. Bluetooth paired easily with my iphone 6S and Gen 1 Ipad. Tremendous battery life.  My friend had the noise cancelling version and sent them back due to nausea/motion sickness effect created which occurs with some people apparently.  They come with a nice case and the ear cups pivot to lay flat. Would recommend!
            "
"215",5,"September 27, 2018","Color: Black",TRUE,"Very comfortable, great sound
            ","I regularly fall asleep listening to music or nature sounds wearing these. They are very comfortable, produce great sound, and block out most outside noise.
            "
"216",5,"March 23, 2019","Color: White",TRUE,"Excellent Headphones!
            ","These headphones are amazing. They're over the ear, so they don't crush you ears and provide great cushioning for your ears. The sound quality is great as well, and the headphones last for many hours, so I find myself not needing to charge them very much. The headphones are also of great quality!
            "
"217",5,"November 15, 2018","Color: Black",TRUE,"Love it
            ","Sound and quality is amazing! If your thinking of these, dont think, hit purchase now!
            "
"218",5,"December 27, 2018","Color: Black",TRUE,"Perfecto
            ","Muy buen producto. Tal como lo imaginaba.
            "
"219",5,"December 25, 2017","Color: Black",TRUE,"Great product.
            ","My husband has not put these down since he got them. He takes them everywhere. Sound is good. Comes with carring case.
            "
"220",2,"December 8, 2018","Color: Black",TRUE,"Low bass, low max volume, not happy with the purchase
            ","It got Low bass, low max volume, no matter if I am using it with my iphone, TV or laptop. It got low bass and low max volume. My lenovo ear buds which costed me like $20 has a good bass and good max volume. Looks like this is one of the  bad purchase.
            "
"221",5,"December 16, 2016","Color: Black",TRUE,"but it seems to be caused by other wireless devices like my Jawbone fitness tracker and is temporary
            ","I have been using mine for over a month.  every once in a while I have some static, but it seems to be caused by other wireless devices like my Jawbone fitness tracker and is temporary.  good sound.  easy to use.  synched easily to both my phone and iPad.
            "
"222",3,"March 5, 2017","Color: White",TRUE,"Is not up to expectation for the price
            ","For the price would have expected it to be slightly better. Good sound for home listening. Not good for travel. The noise isolation is minimal. I would spend a little more and get the noise cancellation one. Also not good for warm temperatures. Starts getting warm around the ear in a short time. Good in cold temperatures.
            "
"223",4,"July 24, 2019","Color: White",TRUE,"High Quality headphones, microphone touch and go
            ","Very clear sound, excellent quality headphones overall. Microphone doesn’t always work during phone calls which is frustrating, but the headphone feature and side buttons are top notch. Very lightweight compared to competitor models, and soft feel around the ears and top of head. Fold flat to store in sleek case.
            "
"224",3,"November 29, 2018","Color: Black",TRUE,"Don't Buy If You Use the Microphone a Lot
            ","Great headphones for listening, but they are terrible in picking up your voice because the microphone is in one of the ear pieces.  It would have been nice if they had a microphone that could be connected when you need it and it put the microphone right in front of your mouth.  The 3 on battery life means I don't know.
            "
"225",5,"July 3, 2016","Color: Black",TRUE,"Bose has done it again!!!!
            ","Bose has done it again with their amazing sound quality and technology.  I bought this as my husbands fathers day gift and he loved them.  When I tried them on I could not hear anything going on around me.  The sound quality was amazing.  He listens to a lot of Spanish music and it sounds fantastic using this headset.  The headset looks like the image on the box.  So far we are pleased with these speakers.
            "
"226",5,"July 18, 2019","Color: Black",TRUE,"Clarity and sharpness on the vocals!!!
            ","Ok so I received the headphones and they were nicely packed. However my headphones didnt not come with a charger and a cable. So I had to contact the amazon customer support. The customer support called me with 15 seconds. Literally.... I was impressed with their service. They basically purchased a bose charger and a cable for me. About the headphones. They sound amazing! These headphones are meant for people who listen to a lot of vocal music If you're looking for hip-hop or anything with bass. Try some other bose headphones. The bass is not that bad it's just that that headphones are focused more on the vocals and the clarity
            "
"227",5,"March 31, 2019","Color: Black",TRUE,"BOSE QUALITY
            ","I always wanted a pair of Bose headphones. Now that I own a pair I see/hear why I always wanted them. They sound great, and are super comfortable.
            "
"228",1,"July 20, 2019","Color: Black",TRUE,"Poor quality sound
            ","I don’t know if I received defective headphones, but I was surprised how terrible the sound quality was especially after reading the reviews. The sound was hollow as if the speaker is in another room with the door closed. I was able to improve the sound by downloading an app, but after my free trial I would be paying $6.99 every 6 months for an app to improve the quality of sound close to my 4 year old wired Beats headset. Very disappointed.
            "
"229",5,"June 11, 2016","Color: Black",TRUE,"very good. Good sound and good battery life so far
            ","So far, very good.  Good sound and good battery life so far.  I haven't used it on a VoIP call/Webex yet, so can't comment on the microphone.  I wish they were noise cancelling like my QCs, but otherwise great.  I like how it is simultaneously connected to my Nexus 6 and my Macbook.
            "
"230",5,"April 5, 2017","Color: Black",TRUE,"Great headphones
            ","Bought these for my boyfriend for his birthday.  He is one of those people always listening to books on tape in bed and normal earbuds were unsatisfactory.  He loves these headphones -- they are not too bulky and they stay put.  He says the sound quality is very good.
            "
"231",5,"April 19, 2018","Color: Black",TRUE,"Light, comfortable, durable, and sounds great
            ","Was nervous about the price.  Man are these the best headphones I’ve ever had.  I use the Bluetooth at work in my office, and use the wired at home with my PS4.  These are light, comfortable, and sounds amazing.  Would recommend to anyone.
            "
"232",5,"April 23, 2016","Color: White",TRUE,"Great sound and very comfortable.
            ","Bose is the boss. Now questions this is the best headphones on the market in the category. Great sound and the battery holds charge very well. Pairing with the second device can get a little difficult. That's my only complaint.
            "
"233",5,"July 16, 2019","Color: Black",TRUE,"After 3 years still my favorite.
            ","I have had two sets of these now. I got them a lot 3 years ago. My first set my little boy threw in the bathtub. The set I have now are the best head phones I have ever owned. The battery life is 12-15 hours still. They sound great still. They pick up background noise when talking on the phone I did not buy them for that.
            "
"234",5,"February 4, 2019","Color: Black",TRUE,"Great sounding, comfortable, and long lasting
            ","I use this for traveling and even video editing. These are great headphones for the average consumer. The built quality is excellent. I’m most impressed with the battery life! I used them for 7 hours straight and still had a good amount of battery life left.Even though these aren’t noise canceling headphones, you can’t hear much ambient noise and that’s very awesome!
            "
"235",5,"August 2, 2018","Color: White",TRUE,"I love these headphones
            ","I love these headphones! They are sleek and sexy! They sound like a Bose should. My only note is that they don’t sound very loud unless the volume is almost all the way up.
            "
"236",5,"June 26, 2017","Color: White",TRUE,"These are very comfortable. I transcribe so that is key for me
            ","The quality of Bose is top-notch.  I will never buy any other brand.  These are very comfortable. I transcribe so that is key for me, well, and the sound quality. :)
            "
"237",3,"July 20, 2019","Color: Black",TRUE,"Great sound - Bad mix for calls
            ","This product would be 5 stars in terms of sound quality. However, I can’t make calls with my mic. I can hear them but no one can hear me. Reaching out to Bose is nowhere near as easy as other sellers on Amazon.Will update review when issue is corrected.
            "
"238",5,"January 5, 2016","Color: Black",TRUE,"Very satisfied with my purchase
            ","I bought these with a slight amount of trepidation, because I have been wearing Bose noise-cancelling over-ear headphones on my treadmill for well over a year and they were the bomb. The problem with those was that the cord kept getting yanked out of the headphones while i was working out which is incredibly inconvenient.So, while these are not QUITE as silent as their noise-cancelling brethren, the convenience of no cord MORE than makes up for it. And they do a pretty decent job of masking out the sound of the treadmill.  They are comfortable and stay on my ears really well, and the battery lasts an impressive amount of time. Overall, they were expensive but I'm happy I got them.
            "
"239",3,"July 21, 2019","Color: Black",TRUE,"Microphone not so good
            ","Overall with a bose product, you do get great sound and noise cancellation. I have had no issues pairing multiple devices and battery life is very sustainable. However, on multiple calls the microphone is very weak and volume is low to the other party.
            "
"240",5,"October 6, 2018","Color: Black",TRUE,"Worth the Investment
            ","I teach English online to students in China and require a noise cancelling headset. Initially, I purchased a cheap one with the pull-down mic. It worked OK for the $20+ I spent. But now that I've been making the money to afford to upgrade my equipment, there is no comparison to the sound quality of these Bose headphones.
            "
"241",5,"January 11, 2018","Color: White",TRUE,"Five Stars
            ","They are excellent the sound the is fantastic and the best is they are soooo comfortably!
            "
"242",2,"March 29, 2016","Color: Black",TRUE,"Returned them immediately
            ","I hate to write this negative review, since I own and have been satisfied with three other Bose products - a set of QuietComfort 20 noise cancelling earphones, a pair of older SoundTrue headphones, and a predecessor to the QC25 noise cancelling headphones. So when I saw a pretty good deal for these Soundlinks, I figured it was a no-brainer.But I was dead wrong. The sound quality on these headphones is terrible. The sound is muddy even to my non-professional ears. It is not merely a question of the usual Bose emphasis on the bass. In comparison with my other Bose products, the clarity of sound was lacking at every level, including the base, to the point where I have to think that it is possible that I got a defective set. But I think it is more likely that the poor performance is from the bluetooth wireless (plus the need for an amp to handle my iPhone & iPad? - I don't know if that's an issue for wireless...)Putting aside the sound, the headphones were very comfortable, the controls easy to access and use, and it was a piece of cake to connect them to my devices. But so what, if the sound is bad?So be aware that if you buy a pair of these, test them out immediately in case you, too, have to return them. As for me, I think I'll stick with wired headphones till I get over the trauma...
            "
"243",5,"January 27, 2017","Color: Black",TRUE,"Wonderful Sound
            ","Best sounding headphones (by far) that I've ever had. I never liked closed headphones. Because of the kind of music I listen to, I don't need the thundering bass. I found these to be a nice, realistic balance between low and high notes and perfect for any kind of music. They also seem to be well built, lightweight, and very comfortable. Though they are pricey, I would heartily recommend them.
            "
"244",5,"December 1, 2018","Color: Black",TRUE,"Works great on everything
            ","These are great headphones!! The ability to pair with multiple devices is a great feature.  They charge fast and last all day. The only thing I wish it had was sound cancelling, but that is the next model up, i just figured at the price it should have it included.
            "
"245",5,"March 9, 2018","Color: Black",TRUE,"Christmas present.
            ","I bought these as a Christmas present for my husband. I wanted to give enough time to write a review.  While these are not the noise cancelling headphones he loves them. He said the sounds quality is BOSE for sure. They keep out enough if the background that he isn't bothered but can still hear necessary announcements. Great charge life.
            "
"246",5,"March 5, 2017","Color: Black",TRUE,"They are very comfortable, light weight and the sound is great
            ","I use these headphones for everything. Whether I'm at the gym or just walking around town. They are very comfortable, light weight and the sound is great. I highly recommend.
            "
"247",5,"April 2, 2017","Color: Black",TRUE,"Awesome
            ","I purchased this headset to use it with my Fire TV Sticks and let me tell you, this headset is awesome. Some of the other reviews complained about the range of the connection but I have no issues whatsoever. I live in a two story condo and I can go downstairs and still listen to whatever show I'm watching without disconnecting. I love this headset, thanks again Bose for a great product.
            "
"248",5,"August 29, 2018","Color: White",TRUE,"BUY EM !!!!
            ","Great phones !!!! Great sound !!!! Most comfortable I've ever had on !!! Like wearing nothing !!!! Love my White and Tan color !!!! Paired easily !!!! All around great cans !!!! Buy em !!!!
            "
"249",5,"April 16, 2018","Color: White",TRUE,"Small head still fit, don’t waste your time w/ cheaper pair
            ","I had purchased a cheaper pair earlier on. The other pair hurt my neck if I wore them for more than an hour. The idea was to help me focus at work as I was working in a loud office. Needless to say, the other Bohm set is no longer around. I love the Bose set and wish I had purchased them the first time around. Oh well. They are wonderful. I have a small head and they still fit.
            "
"250",5,"December 21, 2017","Color: White",TRUE,"I love these. The quality is great
            ","I love these. The quality is great. They are not sound proof, but I’m a casual listener of music, so these suit me just fine. The sound is great.
            "
"251",5,"September 23, 2017","Color: White",TRUE,"Love them. The over the ear doesn't press on ...
            ","Love them. The over the ear doesn't press on my ear at all, so I can wear them for hours without discomfort unlike my beats over the ear noise cancelling ones. The sound is great and the wireless capability is extremely convenient.
            "
"252",5,"February 23, 2018","Color: Black",TRUE,"Awesome sounding head phones and the Bluetooth conection works well
            ","Awesome sounding head phones and the Bluetooth conection works well.  Comes with a short USB cord for recharging, but no wall plug which is kind of silly.  Everything else about these headphones, including the carying case, is outstanding.
            "
"253",5,"February 15, 2016","Color: Black",TRUE,"Works great with my iPhone and Skype on my Mac!!
            ","Love these so much!  Already had the Bose noise cancelling but now I can walk around and have these on without wires when I'm talking on my cell or using Skype on my Mac, which is what I was looking for for years.  FINALLY a solution!
            "
"254",5,"December 25, 2017","Color: Black",TRUE,"Daughter Might Lose Them..... To Me!!
            ","Bought these for my daughter for Christmas. Sound is incredible! I listened to a few of my favorite songs, and let me say, it's like listening to the songs for the first time. She's worried that I might take them for myself. She may be right. 😁. Extremely comfortable as well.
            "
"255",3,"July 15, 2019","Color: Black",TRUE,"The sound quality is excelent but the hardware is lacking in quality
            ","I purchased my  headset last winter and the foam ear pieces are already crushed flat. The rubber band around the  ear pieces  is stretched and now interfere with the volume switch. I would not recommend the59m at the  $159.00 price.
            "
"256",5,"July 27, 2017","Color: Black",TRUE,"Very good sound. I visited a Bose store before purchasing ...
            ","Very good sound. I visited a Bose store before purchasing these, and ended up going back and forth comparing them heavily to the QC35's. In the end, I really just didn't enjoy the noise cancelling of the QC35's -- feels like I need to pop my ears or something. While I would rate the QC35's sound as superior with noise cancelling turned on, they actually sound much different with noise cancelling turned off. So comparing both with noise cancelling off, I settled on these as being a bit more rich.I have a very large head and I only need to open these up to the third notch, so I'm very happy with that. I also often use these with a long cord at work rather than wireless. Just make sure you get a 2.5"" to 3.5"" rather than a standard audio cable.Also, these are very comfortable with thick acetate glasses. I don't feel any pressure on my temples. That was one of my biggest reasons for looking for a new pair of headphones.
            "
"257",5,"April 7, 2016","Color: White",TRUE,"👍🏼👍🏼
            ","Great Bose quality. Easy to use. I have to say I love it. Voices are very clean and easy to understand.
            "
"258",5,"January 20, 2016","Color: Black",TRUE,"The quality you'd expect, plus a quirk
            ","I don't think it comes as any surprise that these are great. I have an arsenal of headphones that cost me anywhere from $20 - $800 for various purposes. These aren't studio reference monitoring headphones, but they are everything else. They are comfortable, lightweight but not flimsy, hold a charge very well, and the Bluetooth connection is strong. I can't speak to range since my apartment isn't all that large, but I do have walls and I have never had my connection sputter due to physical interference.My one gripe is with the attempts to connect when it powers on. The two devices I mainly have this paired with are my Apple TV and my laptop. When I turn these on to use with the TV and the laptop is closed/asleep, the headphones just keep trying to connect to the laptop, repeating over and over again, ""connecting to..."" So I have to open my laptop, allow it to connect so it will shut up, and then I can continue use. It's one of those really unfortunate quirks that falls short of what I want to expect from Bose, or really any top tech product in 2016. That said, everything else is so great, that it's never going to be a dealbreaker, and still a five-star product in my opinion.
            "
"259",5,"September 20, 2018","Color: Black",TRUE,"Nice 👍
            ","So my boyfriend rly likes these. Basically what the other reviewers said. The leather parts feel really smooth and soft and the sound is good with beautiful bass. We need to get our tv going with blue tooth so i can study in peace but he can also watch tv.
            "
"260",4,"February 17, 2018","Color: Black",TRUE,"Like these a lot
            ","Like these a lot, fast to charge and battery life lasts a while, I've only experienced pixelation a time or two, they look great, and are very comfortable.  Sound quality is very good, but having switched from a pair of Beats, I don't think they are nearly as clear, plus when it comes to Bass, any Hip Hop or Rap music just sounds off.
            "
"261",5,"May 30, 2018","Color: Black",TRUE,"Excellent product! My only small complaint is that the ...
            ","Excellent product! My only small complaint is that the maximum volume isn't as loud as I would have liked it to be, so if you're in a noisy area the outside noises can sometimes be heard. But the sound quality, design, and comfort are all great.
            "
"262",5,"January 7, 2018","Color: Black",TRUE,"I want to get more
            ","These sound awesome!  They fit beautifully too.  I definitely want to get more pairs for other family members....and me!
            "
"263",5,"December 30, 2018","Color: Black",TRUE,"great sound quality
            ","got these for hubby for xmas.... he loves them!comfy and they have great sound quality.he can't think of ANYthing he'd change on them! =)I love them because i don't have to listen to his music while i work 3' away at MY desk!yay!!!
            "
"264",5,"February 19, 2019","Color: Black",TRUE,"Bose is Boss
            ","Bose SoundLink around-ear wireless headphones II Black are worth the price. Clear undistorted sound that is incredibile.
            "
"265",1,"June 21, 2019","Color: White",TRUE,"I would not work with this vendor.
            ","I have previously owned Bose headphones. After a return and a replacement where the microphone does not work, I am done. So ordered them twice and they didn’t work twice. Also of note, is that I don’t believe I have ever written a negative review.
            "
"266",5,"December 2, 2016","Color: Black",TRUE,"I love connecting these to my TV and getting lost in ...
            ","Takes movie watching to the next level. I love connecting these to my TV and getting lost in my favorite movies / shows.
            "
"267",5,"May 14, 2017","Color: Black",TRUE,"Highly recommend regardless of price point.
            ","At first, I was a little hesitant to spend over $200 on wireless headphones but these turned out one of the best purchases I've even made. I honestly have no complaints about these Bose headphones. The sound quality is amazing, the battery lasts up to 10 hours, the headphones can be used in wired form if there's no more juice in the battery, and pairing with my phone was a breeze. I now also take most of my calls using these and the people on the other end say that they hear me crystal-clear.I previously got a Logitech wireless gaming headset but immediately returned it after seeing how bulky it is to wear on a plane.
            "
"268",5,"December 26, 2018","Color: White",TRUE,"Great sound and battery life
            ","100% all the way around. I wear these to the gym everyday and the battery lasts forever and the sound quality is great!They also stay put on my head which helps a lot.
            "
"269",5,"December 25, 2017","Color: Black",TRUE,"Gave these to my husband as his Christmas gift and ...
            ","Gave these to my husband as his Christmas gift and he loves them! The music sounds clear. It his some slight noise cancellation. They are truly some lovely headphones.
            "
"270",5,"January 19, 2016","Color: Black",TRUE,"... reviews before buying these and found some did not like them. I think they are amazing
            ","I read the reviews before buying these and found some did not like them.  I think they are amazing.  My wife works from home andI love listening to music and the tv from these amazing headphones, quality and connectivity are fantastic.
            "
"271",5,"December 6, 2017","Color: Black",TRUE,"Exactly the quality expected with a name like Bose!
            ","These headphones are AMAZING!! I've used so many headphones over the years and they all come up short in one way or another. Firstly, these are super light and have a perfect fit. There are no gaps behind or below the ears. My big ears fit easily inside each cup with no compression. With some styles of headphones, the tension is great enough to give me a headache. These are snug enough to maintain a seal, but not tight enough to give me any discomfort.The audible cues are clear and concise with power on and connecting. They connect very fast to devices. The firmware update process is painless and very quick (updated multiple minor versions in less than 5 minutes). The sound quality is second to none: deep bass with crisp highs. The sound dampening is very effective (I didn't hear my alarm go off and I didn't even have the volume up all the way). The microphone works very well with phone calls, Facetime, and WebEx without picking up ambient noise.There are only a few drawbacks, but they're easily mutable. For one, when connected to two devices, sometimes the audio will get choppy. Bose is aware of the issue and is addressing it with firmware updates in the near future. There's an easy fix for it for now which is to simply disconnect from one of the devices and the sound quality returns to normal. The other issue I've noticed is the headphones show up with two outputs on my computer, which has caused issues initially with WebEx not choosing the correct output by default. Once you set that manually, it sticks.Overall, these are still the best headphones I've ever had!
            "
"272",5,"February 4, 2018","Color: Black",TRUE,"Style and comfortable
            ","Excellent noise cancelation, sharp music listening. Comfortable style, cute color and lovely storage case. Wish had a wall charger to connect to the usb cable but works fine with the square of the iphone charger. In love with my headphones.
            "
"273",5,"April 19, 2017","Color: Black",TRUE,"Excellent headphones. I've had them for about a year ...
            ","Excellent headphones. I've had them for about a year now and they haven't failed me yet. Sound quality is spectacular and the wireless capability battery life is fantastic. The only thing is I lost the cord which sucks but still the headphones are fantastic wireless.
            "
"274",5,"January 3, 2019","Color: Black",TRUE,"Great Sound Quality, Good Noise Reduction
            ","Haven't had a chance to give these the harsh noise reduction test I usually do by lugging them on a plane (haven't been anywhere yet) but the sound quality is great and the noise reduction did filter out my wife yelling at me so that's at least a good start!  :D
            "
"275",5,"November 21, 2016","Color: White",TRUE,"Five Stars
            ","Excellent headset, comfortable, excellent sound. Great if you don't want noise cancellation (I didn't).
            "
"276",5,"January 16, 2018","Color: Black",TRUE,"Sound and Clarity is brilliant
            ","These were a gift to my husband and he absolutely loves them. The sound and clarity is great.I purchased the protection plan as well.
            "
"277",5,"January 26, 2017","Color: Black",TRUE,"sound and look great at all times
            ","I have been a fan of Bose for many years and before I had the wired version of this and I just now upgraded to the wireless.These work, sound and look great at all times!
            "
"278",2,"June 23, 2019","Color: Black",TRUE,"Poor microphone quality
            ","This device has a very poor microphone. The person on the other end of the conversation will have serious difficulty understanding what is being said. Not recommended, especially at the price.
            "
"279",5,"February 13, 2018","Color: White",TRUE,"Five Stars
            ","Love these headphones! I can't say enough good things about them. Bose brand products will never let you down.
            "
"280",5,"December 19, 2016","Color: Black",TRUE,"Excellent, amazing sound, good bass, tight treble
            ","I had a pair of Skullcandy Hesh-2 Bluetooth headphones prior to buying the Bose. The Hest-2 were a $100 pair of headphones and were definitely worth the price, though the battery only lasted a year. The sound fidelity between the Bose and Hesh-2 is night and day. The Hesh-2 were boomy and pushed the mids a bit too much. The Bose have an excellent sound curve with tight and low bass, flat mids, and crisp highs. The sound replication is very accurate and these will reveal the quality in music that you've been missing. You'll want to crack out your EQ (whether on your phone or home stereo) as you'll find you can push a lot of different frequencies through these.When it comes to home theater and movies, you'll need to switch from surround sound to 2-ch stereo...if you don't, you'll get a bit of a distant, tin-can-spacey-feel to the surround sound. Switching to 2-channel stereo gets you close to where you want to be with an excellent representation of the soundstage. In the beginning of Star Trek Beyond, when the Enterprise is being attacked by Krall swarm, you'll hear the attacks sweep across from the rear-left to the right, giving you a good impression of a larger soundstage. Sadly, the mids and vocals in today's movies requires separate channels and you'll lose a bit here with the Bose. Thus, while they're good for movies and surround sound, they're not great unless you tweak the equalizer to push these a bit.Bluetooth Latency: as with almost all Bluetooth headphones, there is a bit of signal lag based on the distance you sit from the TV and the amount of time it takes to process that sound through the various CODECS between the devices. The Bose are no different and the only way I've ever found to bypass that is to tweak the speaker delay on the receiver or just use the analog cable. My experience of sitting 8' away from the television using an MPOW bluetooth transmitter plugged into my receiver's headphone output to the Bose Headphones incurs a delay of about 22ms; just enough to be noticeable after a minute or two. YMMV.Pairing was a snap as the headphones have voice prompts to tell you what Bluetooth profile they're connected to. This is fantastic feature when switching from your mobile phone to your desktop, or from your laptop and to your home stereo, etc. Just flip the head phones to the middle ""on"" position, then push the slider up to cycle through the different bluetooth connections until you hear the one you want. Less fiddling in the dark and messing with the profiles on your phone or other devices to get them to connect to the right source. Brilliant!There is a nice carrying case and a very short analog cable to use without bluetooth or for regular stereo/headphone connections.
            "
"281",5,"December 9, 2016","Color: Black",TRUE,"Great sound, extremely comfortable (over the ear is good ...
            ","Great sound, extremely comfortable (over the ear is good for warmth too, fyi), and if you use the included wire and not bluetooth you don't need to charge them.  The remote controls on the headphones don't work without it being powered up, but for long trips it's great to save power.  Overall a great buy.
            "
"282",5,"May 14, 2017","Color: Black",TRUE,"They are comfortable, sound great
            ","I work in a NOISY office and these things have saved my life.  They are comfortable, sound great, and keep out ALL outside nosiest.  Perfect!
            "
"283",3,"June 16, 2017","Color: White",TRUE,"Love their look
            ","Love their look: very classy white. But, the wireless not so much...From time to time they disconnect out of nowhere and my iPhone starts playing music out load without any regard for where I am at the moment: subway, library, ... I just gave up, and use them as regular headphones.  Another problem: it is very difficult to hear someone during a call: there is too much echo. At least they look nice.
            "
"284",5,"August 12, 2018","Color: White",TRUE,"Comfortable and great sound for non-professional ears like me
            ","Had it for almost a year now. It sounds very good and comfortable to wear for long duration of time.
            "
